dateTime;outTemp;appTemp;dewpoint;humidity;inTemp;inHumidity;radiation;UV;rainRate;gw1100_dailyrain;gw1100_eventrain;gw1100_hourlyrain;gw1100_weeklyrain;gw1100_monthlyrain;gw1100_yearlyrain;windSpeed;windGust;windDir;barometer;pressure;lightning_distance;lightning_count;extraTemp1;extraHumid1;extraTemp2;extraHumid2;extraTemp3;extraHumid3
2022-11-22 16:15;3.8;2.1;3.5;98;18.0;52;1.7;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.4;1.0;222;1001.2;957.0;-;0;18.8;59;15.1;64;12.7;53
2022-11-22 16:20;3.8;2.1;3.5;98;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.5;1.5;215;1001.2;957.1;-;0;18.9;59;15.0;64;12.7;53
2022-11-22 16:25;3.8;1.9;3.5;98;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.6;1.5;230;1001.4;957.3;-;0;18.9;59;15.0;64;12.7;53
2022-11-22 16:30;3.8;2.4;3.6;99;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;1.0;228;1001.4;957.3;-;0;18.9;59;15.0;64;12.7;53
2022-11-22 16:35;3.8;2.1;3.7;99;18.2;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.4;0.5;233;1001.5;957.3;-;0;18.9;59;15.0;64;12.7;53
2022-11-22 16:40;3.7;2.1;3.6;99;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.3;1.5;211;1001.6;957.4;-;0;18.9;59;14.9;64;12.7;53
2022-11-22 16:45;3.7;2.0;3.6;99;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.4;1.5;233;1001.6;957.4;-;0;18.9;59;14.9;64;12.7;53
2022-11-22 16:50;3.7;2.1;3.6;99;18.0;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.3;1.0;216;1001.6;957.4;-;0;18.8;59;15.0;65;12.7;53
2022-11-22 16:55;3.7;2.3;3.6;99;18.0;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.0;1.0;240;1001.7;957.5;-;0;18.7;59;14.9;65;12.7;53
2022-11-22 17:00;3.7;2.2;3.6;99;18.0;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;0.5;233;1001.7;957.5;-;0;18.6;59;14.9;65;12.7;53
2022-11-22 17:05;3.7;1.9;3.6;99;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.5;2.0;202;1001.9;957.7;-;0;18.6;59;14.8;65;12.7;53
2022-11-22 17:10;3.7;2.2;3.6;99;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;1.0;217;1001.9;957.7;-;0;18.5;59;14.8;65;12.7;53
2022-11-22 17:15;3.7;2.2;3.6;99;18.1;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;0.5;227;1001.9;957.7;-;0;18.5;59;14.8;65;12.7;53
2022-11-22 17:20;3.7;2.2;3.6;99;18.6;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.2;1.0;242;1002.0;957.8;-;0;18.4;59;14.8;65;12.7;53
2022-11-22 17:25;3.7;2.2;3.6;99;18.9;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;1.0;240;1002.0;957.8;-;0;18.4;59;14.8;65;12.7;53
2022-11-22 17:30;3.7;2.1;3.6;99;19.0;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.3;1.0;218;1002.0;957.8;-;0;18.3;59;14.8;66;12.7;53
2022-11-22 17:35;3.8;2.2;3.6;99;19.2;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.3;0.5;226;1002.0;957.8;-;0;18.3;59;14.8;66;12.7;53
2022-11-22 17:40;3.8;2.1;3.7;99;18.9;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.4;1.0;195;1001.9;957.7;-;0;18.3;59;14.8;66;12.7;53
2022-11-22 17:45;3.8;2.2;3.7;99;18.8;52;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.3;1.0;232;1001.9;957.7;-;0;18.2;59;14.9;66;12.7;53
2022-11-22 17:50;3.8;2.4;3.7;99;19.1;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;1.0;244;1002.0;957.8;-;0;18.2;59;15.2;67;12.7;53
2022-11-22 17:55;3.8;2.4;3.7;99;19.1;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.0;0.5;244;1002.0;957.8;-;0;18.2;59;15.7;67;12.6;53
2022-11-22 18:00;3.8;2.3;3.7;99;19.1;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;0.5;233;1002.0;957.8;-;0;18.2;59;16.2;66;12.7;53
2022-11-22 18:05;3.8;2.4;3.7;99;19.1;51;0.0;0;0.0;0.2;0.0;0.0;14.7;61.9;727.9;0.1;0.5;255;1001.8;957.6;-;0;18.2;59;16.4;65;12.7;53
